nabm_concept_name,nabm_concept_code,loinc_concept_name,loinc_concept_code
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Beta 2 globulin+Gamma globulin/Protein.total in Serum or Plasma by Electrophoresis,44912-4
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Beta globulin+Gamma globulin [Mass/volume] in Serum or Plasma by Electrophoresis,44913-2
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Beta globulin+Gamma globulin [Mass/volume] in Serum or Plasma by Electrophoresis,44913-2
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Beta globulin+Gamma globulin/Protein.total in Serum or Plasma by Electrophoresis,44914-0
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Beta globulin+Gamma globulin/Protein.total in Serum or Plasma by Electrophoresis,44914-0
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Protein.monoclonal band 2/Protein.total in Serum or Plasma by Electrophoresis,44932-2
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Protein.monoclonal band 2/Protein.total in Serum or Plasma by Electrophoresis,44932-2
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Gamma 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis,49064-9
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Gamma 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis,49064-9
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Gammopathy [Interpretation] in Serum by Electrophoresis Narrative,49265-2
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Gammopathy [Interpretation] in Serum by Electrophoresis Narrative,49265-2
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Immunoelectrophoresis for Serum or Plasma Narrative,49274-4
RECHERCHE OU TYPAGE D'UNE  DYSGLOBULINEMIE MONOCLONALE PAR  IMMUNO-ELECTROPHORESE OU IMMUNOFIXATION,1571,Immunoelectrophoresis for Serum or Plasma Narrative,49274-4
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Immunofixation for Serum or Plasma Narrative,49275-1
RECHERCHE OU TYPAGE D'UNE  DYSGLOBULINEMIE MONOCLONALE PAR  IMMUNO-ELECTROPHORESE OU IMMUNOFIXATION,1571,Immunofixation for Serum or Plasma Narrative,49275-1
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Protein Fractions [Interpretation] in Serum or Plasma by Electrophoresis Narrative,49296-7
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Protein Fractions [Interpretation] in Serum or Plasma by Electrophoresis Narrative,49296-7
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Protein Fractions [Interpretation] in Serum or Plasma by Immunofixation Narrative,49297-5
RECHERCHE OU TYPAGE D'UNE  DYSGLOBULINEMIE MONOCLONALE PAR  IMMUNO-ELECTROPHORESE OU IMMUNOFIXATION,1571,Protein Fractions [Interpretation] in Serum or Plasma by Immunofixation Narrative,49297-5
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Protein Fractions [Interpretation] in Serum or Plasma Narrative,49298-3
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Protein Fractions [Interpretation] in Serum or Plasma Narrative,49298-3
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Protein.monoclonal band 3/Protein.total in Serum or Plasma by Electrophoresis,50792-1
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Protein.monoclonal band 4/Protein.total in Serum or Plasma by Electrophoresis,50793-9
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Protein.monoclonal band 4/Protein.total in Serum or Plasma by Electrophoresis,50793-9
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Protein.monoclonal band 3 [Mass/volume] in Serum or Plasma by Electrophoresis,50796-2
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Protein.monoclonal band 3 [Mass/volume] in Serum or Plasma by Electrophoresis,50796-2
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Protein.monoclonal band 4 [Mass/volume] in Serum or Plasma by Electrophoresis,50797-0
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Protein.monoclonal band 4 [Mass/volume] in Serum or Plasma by Electrophoresis,50797-0
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Lambda light chains.free [Presence] in Serum by Immunofixation,50978-6
RECHERCHE OU TYPAGE D'UNE  DYSGLOBULINEMIE MONOCLONALE PAR  IMMUNO-ELECTROPHORESE OU IMMUNOFIXATION,1571,Lambda light chains.free [Presence] in Serum by Immunofixation,50978-6
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Protein.monoclonal band 1 [Mass/volume] in Serum or Plasma by Electrophoresis,51435-6
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Protein.monoclonal band 1 [Mass/volume] in Serum or Plasma by Electrophoresis,51435-6
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Gamma 3 globulin.abnormal band [Mass/volume] in Serum or Plasma by Electrophoresis,53452-9
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Gamma 3 globulin.abnormal band [Mass/volume] in Serum or Plasma by Electrophoresis,53452-9
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Gamma 3 globulin.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,53457-8
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Gamma 3 globulin.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,53457-8
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Alpha globulin.abnormal band [Mass/volume] in Serum or Plasma by Electrophoresis,53539-3
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Alpha globulin.abnormal band [Mass/volume] in Serum or Plasma by Electrophoresis,53539-3
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Alpha globulin.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,53540-1
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Alpha globulin.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,53540-1
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Beta globulin.abnormal band [Mass/volume] in Serum or Plasma by Electrophoresis,53587-2
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Beta globulin.abnormal band [Mass/volume] in Serum or Plasma by Electrophoresis,53587-2
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Beta globulin+Gamma globulin.abnormal band [Mass/volume] in Serum or Plasma by Electrophoresis,53588-0
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Beta globulin+Gamma globulin.abnormal band [Mass/volume] in Serum or Plasma by Electrophoresis,53588-0
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Beta globulin.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,53589-8
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Beta globulin.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,53589-8
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Gamma globulin.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,53590-6
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Gamma globulin.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,53590-6
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Gamma globulin.abnormal band [Mass/volume] in Serum or Plasma by Electrophoresis,53591-4
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Gamma globulin.abnormal band [Mass/volume] in Serum or Plasma by Electrophoresis,53591-4
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Gamma 2 globulin.abnormal band [Mass/volume] in Serum or Plasma by Electrophoresis,53592-2
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Gamma 2 globulin.abnormal band [Mass/volume] in Serum or Plasma by Electrophoresis,53592-2
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Gamma 2 globulin.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,53593-0
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Gamma 2 globulin.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,53593-0
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Immunoglobulin light chains.free [Presence] in Serum by Immunoelectrophoresis,55897-3
RECHERCHE OU TYPAGE D'UNE  DYSGLOBULINEMIE MONOCLONALE PAR  IMMUNO-ELECTROPHORESE OU IMMUNOFIXATION,1571,Immunoglobulin light chains.free [Presence] in Serum by Immunoelectrophoresis,55897-3
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Immunoglobulin light chains.free [Presence] in Serum by Immunofixation,55898-1
RECHERCHE OU TYPAGE D'UNE  DYSGLOBULINEMIE MONOCLONALE PAR  IMMUNO-ELECTROPHORESE OU IMMUNOFIXATION,1571,Immunoglobulin light chains.free [Presence] in Serum by Immunofixation,55898-1
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,IgA.monoclonal [Presence] in Serum by Immunoelectrophoresis,55901-3
RECHERCHE OU TYPAGE D'UNE  DYSGLOBULINEMIE MONOCLONALE PAR  IMMUNO-ELECTROPHORESE OU IMMUNOFIXATION,1571,IgA.monoclonal [Presence] in Serum by Immunoelectrophoresis,55901-3
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,IgA [Mass/volume] in Serum by Electrophoresis,55902-1
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,IgA [Mass/volume] in Serum by Electrophoresis,55902-1
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,IgD.monoclonal [Presence] in Serum by Immunoelectrophoresis,55903-9
RECHERCHE OU TYPAGE D'UNE  DYSGLOBULINEMIE MONOCLONALE PAR  IMMUNO-ELECTROPHORESE OU IMMUNOFIXATION,1571,IgD.monoclonal [Presence] in Serum by Immunoelectrophoresis,55903-9
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,IgE.monoclonal [Presence] in Serum by Immunoelectrophoresis,55904-7
RECHERCHE OU TYPAGE D'UNE  DYSGLOBULINEMIE MONOCLONALE PAR  IMMUNO-ELECTROPHORESE OU IMMUNOFIXATION,1571,IgE.monoclonal [Presence] in Serum by Immunoelectrophoresis,55904-7
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,IgG.monoclonal [Presence] in Serum by Immunoelectrophoresis,55921-1
RECHERCHE OU TYPAGE D'UNE  DYSGLOBULINEMIE MONOCLONALE PAR  IMMUNO-ELECTROPHORESE OU IMMUNOFIXATION,1571,IgG.monoclonal [Presence] in Serum by Immunoelectrophoresis,55921-1
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,IgG [Mass/volume] in Serum by Electrophoresis,55922-9
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,IgG [Mass/volume] in Serum by Electrophoresis,55922-9
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,IgM.monoclonal [Presence] in Serum by Immunoelectrophoresis,55924-5
RECHERCHE OU TYPAGE D'UNE  DYSGLOBULINEMIE MONOCLONALE PAR  IMMUNO-ELECTROPHORESE OU IMMUNOFIXATION,1571,IgM.monoclonal [Presence] in Serum by Immunoelectrophoresis,55924-5
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,IgM [Mass/volume] in Serum by Electrophoresis,55925-2
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,IgM [Mass/volume] in Serum by Electrophoresis,55925-2
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Protein.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,56154-8
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Protein.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,56154-8
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Protein.monoclonal band 1/Protein.total in Serum or Plasma by Electrophoresis,56766-9
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Oligoclonal bands [Interpretation] in Serum or Plasma by Isoelectric focusing,56974-9
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Oligoclonal Bands IgG [Presence] in Serum or Plasma by Isoelectric focusing,57665-2
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Oligoclonal Bands IgM [Presence] in Serum or Plasma by Isoelectric focusing,57666-0
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Kappa light chains [Presence] in Serum by Electrophoresis,6785-0
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Kappa light chains [Presence] in Serum by Electrophoresis,6785-0
PROTEINOGRAMME 0570 ET TYPAGE 1571,1572,Lambda light chains [Presence] in Serum by Electrophoresis,6789-2
"PROTEINOGRAMME (ELECTROPHORESE) AVEC DETERMINATION DES POURCENTAGES, DOSAGE DES PROTEINES TOTALES,",570,Lambda light chains [Presence] in Serum by Electrophoresis,6789-2
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate [Moles/time] in 24 hour Urine,14947-6
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate/Creatinine [Molar ratio] in Urine,14948-4
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate [Moles/volume] in Urine,15097-9
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate [Moles/volume] in 24 hour Urine,26003-4
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate/Creatinine [Molar ratio] in 24 hour Urine,26004-2
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate [Mass/volume] in 24 hour Urine,26706-2
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate/Creatinine [Mass Ratio] in 24 hour Urine,30571-4
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate [Mass/time] in 24 hour Urine,3122-9
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate/Creatine [Mass Ratio] in Urine,3123-7
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate/Creatinine [Mass Ratio] in Urine,3124-5
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate/Creatine [Mass Ratio] in 24 hour Urine,44418-2
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate and Creatinine [Interpretation] in 24 hour Urine Narrative,50948-9
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate/Creatine [Ratio] in 24 hour Urine,56645-5
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate/Body weight [Moles/kg/time] in 24 hour Urine,66767-5
ACIDE VANILMANDELIQUE (METABOLITE DES  CATECHOLAMINES) URINAIRE,467,Vanillylmandelate [Mass/volume] in Urine,9624-8
LIQUIDES DE SEROSITE : PROTEINES : DOSAGE,691,Protein [Mass/volume] in Body fluid,2881-1
LIQUIDES DE SEROSITE : PROTEINES : DOSAGE,691,Protein [Mass/volume] in Pleural fluid,2882-9
LIQUIDES DE SEROSITE : PROTEINES : DOSAGE,691,Protein [Mass/volume] in Peritoneal fluid,2883-7
LIQUIDES DE SEROSITE : PROTEINES : DOSAGE,691,Protein [Mass/volume] in Synovial fluid,2886-0
LIQUIDES DE SEROSITE : PROTEINES : DOSAGE,691,Protein [Mass/volume] in Pericardial fluid,33407-8
LIQUIDES DE SEROSITE : PROTEINES : DOSAGE,691,Protein in pleural fluid/Protein in serum,49929-3
LIQUIDES DE SEROSITE : PROTEINES : DOSAGE,691,Protein in pericardial fluid/Protein in serum,70265-4
RECHERCHE DES PIGMENTS BILIAIRES.,1500,Urobilinogen [Mass/time] in 48 hour Stool,17761-8
FECALOGRAMME (OU COPROLOGIE  FONCTIONNELLE) : CETTE DETERMINATION  COMPREND AU MINIMUM LES EXAMENS,1630,Urobilinogen [Mass/time] in 48 hour Stool,17761-8
RECHERCHE DES PIGMENTS BILIAIRES.,1500,Bilirubin.total [Presence] in Stool,1976-0
FECALOGRAMME (OU COPROLOGIE  FONCTIONNELLE) : CETTE DETERMINATION  COMPREND AU MINIMUM LES EXAMENS,1630,Bilirubin.total [Presence] in Stool,1976-0
RECHERCHE DES PIGMENTS BILIAIRES.,1500,Urobilinogen [Mass/mass] in Stool,21588-9
FECALOGRAMME (OU COPROLOGIE  FONCTIONNELLE) : CETTE DETERMINATION  COMPREND AU MINIMUM LES EXAMENS,1630,Urobilinogen [Mass/mass] in Stool,21588-9
RECHERCHE DES PIGMENTS BILIAIRES.,1500,Stercobilin [Presence] in Stool,2969-4
FECALOGRAMME (OU COPROLOGIE  FONCTIONNELLE) : CETTE DETERMINATION  COMPREND AU MINIMUM LES EXAMENS,1630,Stercobilin [Presence] in Stool,2969-4
RECHERCHE DES PIGMENTS BILIAIRES.,1500,Urobilin [Mass/volume] in Stool,3102-1
FECALOGRAMME (OU COPROLOGIE  FONCTIONNELLE) : CETTE DETERMINATION  COMPREND AU MINIMUM LES EXAMENS,1630,Urobilin [Mass/volume] in Stool,3102-1
RECHERCHE DES PIGMENTS BILIAIRES.,1500,Urobilinogen [Presence] in Stool,3105-4
FECALOGRAMME (OU COPROLOGIE  FONCTIONNELLE) : CETTE DETERMINATION  COMPREND AU MINIMUM LES EXAMENS,1630,Urobilinogen [Presence] in Stool,3105-4
RECHERCHE DES PIGMENTS BILIAIRES.,1500,Urobilinogen [Mass/volume] in Stool,3106-2
FECALOGRAMME (OU COPROLOGIE  FONCTIONNELLE) : CETTE DETERMINATION  COMPREND AU MINIMUM LES EXAMENS,1630,Urobilinogen [Mass/volume] in Stool,3106-2
RECHERCHE DES PIGMENTS BILIAIRES.,1500,Urobilin [Presence] in Stool,32344-4
FECALOGRAMME (OU COPROLOGIE  FONCTIONNELLE) : CETTE DETERMINATION  COMPREND AU MINIMUM LES EXAMENS,1630,Urobilin [Presence] in Stool,32344-4
RECHERCHE DES PIGMENTS BILIAIRES.,1500,Urobilinogen [Units/mass] in Stool,38507-0
FECALOGRAMME (OU COPROLOGIE  FONCTIONNELLE) : CETTE DETERMINATION  COMPREND AU MINIMUM LES EXAMENS,1630,Urobilinogen [Units/mass] in Stool,38507-0
RECHERCHE DES PIGMENTS BILIAIRES.,1500,Bilirubin.total [Moles/time] in 24 hour Stool,59166-9
FECALOGRAMME (OU COPROLOGIE  FONCTIONNELLE) : CETTE DETERMINATION  COMPREND AU MINIMUM LES EXAMENS,1630,Bilirubin.total [Moles/time] in 24 hour Stool,59166-9
RECHERCHE DES PIGMENTS BILIAIRES.,1500,Urobilinogen [Mass/time] in 24 hour Stool,6893-2
FECALOGRAMME (OU COPROLOGIE  FONCTIONNELLE) : CETTE DETERMINATION  COMPREND AU MINIMUM LES EXAMENS,1630,Urobilinogen [Mass/time] in 24 hour Stool,6893-2
RUBEOLE : SD PAR IHA OU EIA,1773,Rubella virus IgM Ab [Presence] in Serum or Plasma by Immunoassay,24116-6
RUBEOLE : SD PAR IHA OU EIA + ITERATIF,3773,Rubella virus IgM Ab [Presence] in Serum or Plasma by Immunoassay,24116-6
RUBEOLE : SD : IGM PAR IMMUNOCAPTURE,3783,Rubella virus IgM Ab [Presence] in Serum or Plasma by Immunoassay,24116-6
RUBEOLE : SD PAR IHA OU EIA,1773,Rubella virus IgG Ab [Presence] in Serum or Plasma by Immunoassay,40667-8
RUBEOLE : SD PAR IHA OU EIA + ITERATIF,3773,Rubella virus IgG Ab [Presence] in Serum or Plasma by Immunoassay,40667-8
RUBEOLE : SD PAR IHA OU EIA,1773,Rubella virus Ab [Presence] in Serum by Immunoassay,43810-1
RUBEOLE : SD PAR IHA OU EIA + ITERATIF,3773,Rubella virus Ab [Presence] in Serum by Immunoassay,43810-1
RUBEOLE : SD PAR IHA OU EIA,1773,Rubella virus Ab [Titer] in Serum by Hemagglutination inhibition,50694-9
RUBEOLE : SD PAR IHA OU EIA + ITERATIF,3773,Rubella virus Ab [Titer] in Serum by Hemagglutination inhibition,50694-9
RUBEOLE : SD PAR IHA OU EIA,1773,Rubella virus Ab [Units/volume] in Serum by Immunoassay,51931-4
RUBEOLE : SD PAR IHA OU EIA + ITERATIF,3773,Rubella virus Ab [Units/volume] in Serum by Immunoassay,51931-4
RUBEOLE : SD PAR IHA OU EIA,1773,Rubella virus Ab [Units/volume] in Serum by Hemagglutination inhibition,5330-6
RUBEOLE : SD PAR IHA OU EIA + ITERATIF,3773,Rubella virus Ab [Units/volume] in Serum by Hemagglutination inhibition,5330-6
RUBEOLE : SD PAR IHA OU EIA,1773,Rubella virus Ab [Presence] in Serum by Hemagglutination inhibition,5331-4
RUBEOLE : SD PAR IHA OU EIA + ITERATIF,3773,Rubella virus Ab [Presence] in Serum by Hemagglutination inhibition,5331-4
RUBEOLE : SD PAR IHA OU EIA,1773,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,5334-8
RUBEOLE : SD PAR IHA OU EIA + ITERATIF,3773,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,5334-8
RUBEOLE : SD PAR IHA OU EIA,1773,Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay,5335-5
RUBEOLE : SD PAR IHA OU EIA + ITERATIF,3773,Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay,5335-5
RUBEOLE : SD : IGM PAR IMMUNOCAPTURE,3783,Rubella virus IgM Ab [Units/volume] in Serum by Immunoassay,5335-5
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Unspecified specimen by Immunofluorescence,12232-5
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Serum or Plasma by Immunofluorescence,13328-0
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Cerebral spinal fluid by Immunofluorescence,14534-2
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Throat by Immunofluorescence,14535-9
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Skin by Immunofluorescence,14536-7
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Eye by Immunofluorescence,14537-5
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Nose by Immunofluorescence,14538-3
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Sputum by Immunofluorescence,14539-1
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Cervix by Immunofluorescence,14540-9
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Vaginal fluid by Immunofluorescence,14541-7
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Urine sediment by Immunofluorescence,14542-5
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Penis by Immunofluorescence,14543-3
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Urethra by Immunofluorescence,14544-1
VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF,4262,Measles virus Ag [Presence] in Isolate by Immunofluorescence,67806-0
"MYCOBACTERIES : ISOLEMENT RAPIDE A PARTIR CRACHATS,TUBAGES,UR,LIQ..",1241,Mycobacterium avium ss paratuberculosis [Presence] in Unspecified specimen by Organism specific culture,24427-7
MYCOBACTERIES : CULT. D'ISOL SUR MILIEU SOLIDE (SAUF A PARTIR PRODUIT SOLIDE),241,Mycobacterium avium ss paratuberculosis [Presence] in Unspecified specimen by Organism specific culture,24427-7
MYCOBACTERIES : CULT. D'ISOL SUR MILIEU SOLIDE A PARTIR D'UN PRODUIT SOLIDE,242,Mycobacterium avium ss paratuberculosis [Presence] in Unspecified specimen by Organism specific culture,24427-7
"MYCOBACTERIES : ISOLEMENT RAPIDE A PARTIR ORGANE, SANG",1242,Mycobacterium avium ss paratuberculosis [Presence] in Unspecified specimen by Organism specific culture,24427-7
"MYCOBACTERIES : ISOLEMENT RAPIDE A PARTIR CRACHATS,TUBAGES,UR,LIQ..",1241,Mycobacterium sp identified in Dialysis fluid by Organism specific culture,30045-9
MYCOBACTERIES : CULT. D'ISOL SUR MILIEU SOLIDE (SAUF A PARTIR PRODUIT SOLIDE),241,Mycobacterium sp identified in Dialysis fluid by Organism specific culture,30045-9
"MYCOBACTERIES : ISOLEMENT RAPIDE A PARTIR CRACHATS,TUBAGES,UR,LIQ..",1241,Mycobacterium sp # 2 identified in Unspecified specimen by Organism specific culture,44851-4
