concept_code,concept_name,concept_chapter,concept_category
B258,autres maladies à cytomégalovirus,1,B25
B259,"maladie à cytomégalovirus, sans précision",1,B25
B26,oreillons,1,B26
B260,orchite ourlienne (n51.1*),1,B26
B261,méningite ourlienne (g02.0*),1,B26
B262,encéphalite ourlienne (g05.1*),1,B26
B263,pancréatite ourlienne (k87.1*),1,B26
B268,oreillons avec autres complications,1,B26
B269,oreillons (sans complication),1,B26
B27,mononucléose infectieuse,1,B27
B270,mononucléose due à herpèsvirus gamma,1,B27
B271,mononucléose à cytomégalovirus,1,B27
B278,autres mononucléoses infectieuses,1,B27
B279,"mononucléose infectieuse, sans précision",1,B27
B30,conjonctivite virale,1,B30
B300,kératoconjonctivite due à un adénovirus (h19.2*),1,B30
B301,conjonctivite due à un adénovirus (h13.1*),1,B30
B302,pharyngo-conjonctivite virale,1,B30
B303,conjonctivite hémorragique (aiguë épidémique) (entérovirale) (h13.1*),1,B30
B308,autres conjonctivites virales (h13.1*),1,B30
B309,"conjonctivite virale, sans précision",1,B30
B33,"autres maladies à virus, non classées ailleurs",1,B33
B330,myalgie épidémique,1,B33
B331,maladie de la ross river,1,B33
B332,cardite virale,1,B33
B333,"infections à rétrovirus, non classées ailleurs",1,B33
B334,syndrome (cardio-)pulmonaire à virus hanta [hantavirus] [sph] [scph] (j17.1*),1,B33
B338,autres maladies à virus précisées,1,B33
B34,"infection virale, siège non précisé",1,B34
B340,"infection adénovirale, siège non précisé",1,B34
B341,"infection entérovirale, siège non précisé",1,B34
B342,"infection coronavirale, siège non précisé",1,B34
B343,"infection parvovirale, siège non précisé",1,B34
B344,"infection papovavirale, siège non précisé",1,B34
B348,"autres infections virales, siège non précisé",1,B34
B349,"infection virale, sans précision",1,B34
B35,dermatophytose,1,B35
B350,teigne de la barbe et du cuir chevelu,1,B35
B351,teigne de l'ongle,1,B35
B352,teigne de la main,1,B35
B353,teigne du pied,1,B35
B354,teigne de la peau glabre,1,B35
B355,teigne imbriquée,1,B35
B356,teigne du membre inférieur,1,B35
B358,autres dermatophytoses,1,B35
B359,"dermatophytose, sans précision",1,B35
B36,autres mycoses superficielles,1,B36
B360,pityriasis versicolor,1,B36
B361,tinea nigra,1,B36
B362,piedra blanche,1,B36
B363,piedra noire,1,B36
B368,autres mycoses superficielles précisées,1,B36
B369,"mycose superficielle, sans précision",1,B36
B37,candidose,1,B37
B370,stomatite à candida,1,B37
B371,candidose pulmonaire,1,B37
B372,candidose de la peau et des ongles,1,B37
B373,candidose de la vulve et du vagin (n77.1*),1,B37
B374,candidose d'autres localisations uro-génitales,1,B37
B375,méningite à candida (g02.1*),1,B37
B376,endocardite à candida (i39.8*),1,B37
B377,sepsis à candida,1,B37
B378,autres localisations de candidose,1,B37
B379,"candidose, sans précision",1,B37
B38,coccidioïdomycose,1,B38
B380,coccidioïdomycose pulmonaire aiguë,1,B38
B381,coccidioïdomycose pulmonaire chronique,1,B38
B382,"coccidioïdomycose pulmonaire, sans précision",1,B38
B383,coccidioïdomycose cutanée,1,B38
B384,méningite à coccidioïdomycose (g02.1*),1,B38
B387,coccidioïdomycose disséminée,1,B38
B388,autres formes de coccidioïdomycose,1,B38
B389,"coccidioïdomycose, sans précision",1,B38
B39,histoplasmose,1,B39
B390,histoplasmose pulmonaire aiguë à histoplasma capsulatum,1,B39
B391,histoplasmose pulmonaire chronique à histoplasma capsulatum,1,B39
B392,"histoplasmose pulmonaire à histoplasma capsulatum, sans précision",1,B39
B393,histoplasmose disséminée à histoplasma capsulatum,1,B39
B394,"histoplasmose à histoplasma capsulatum, sans précision",1,B39
B395,histoplasmose à histoplasma duboisii,1,B39
B399,"histoplasmose, sans précision",1,B39
B40,blastomycose,1,B40
B400,blastomycose pulmonaire aiguë,1,B40
B401,blastomycose pulmonaire chronique,1,B40
B402,"blastomycose pulmonaire, sans précision",1,B40
B403,blastomycose cutanée,1,B40
B407,blastomycose disséminée,1,B40
B408,autres formes de blastomycose,1,B40
B409,"blastomycose, sans précision",1,B40
B41,paracoccidioïdomycose,1,B41
B410,paracoccidioïdomycose pulmonaire,1,B41
B417,paracoccidioïdomycose disséminée,1,B41
B418,autres formes de paracoccidioïdomycose,1,B41
B419,"paracoccidioïdomycose, sans précision",1,B41
B42,sporotrichose,1,B42
B420,sporotrichose pulmonaire (j99.8*),1,B42
B421,sporotrichose lympho-cutanée,1,B42
B427,sporotrichose disséminée,1,B42
B428,autres formes de sporotrichose,1,B42
B429,"sporotrichose, sans précision",1,B42
B43,chromomycose (chromoblastomycose) et abcès phaeohyphomycosique,1,B43
B430,chromomycose cutanée,1,B43
B431,abcès phaeohyphomycosique du cerveau,1,B43
B432,abcès et kyste phaeohyphomycosiques sous-cutanés,1,B43
B438,autres formes de chromomycose,1,B43
B439,"chromomycose, sans précision",1,B43
B44,aspergillose,1,B44
B440,aspergillose pulmonaire invasive,1,B44
B441,autres aspergilloses pulmonaires,1,B44
B442,aspergillose amygdalienne,1,B44
B447,aspergillose disséminée,1,B44
B448,autres formes d'aspergillose,1,B44
B449,"aspergillose, sans précision",1,B44
B45,cryptococcose,1,B45
B450,cryptococcose pulmonaire,1,B45
B451,cryptococcose cérébrale,1,B45
B452,cryptococcose cutanée,1,B45
B453,cryptococcose osseuse,1,B45
B457,cryptococcose disséminée,1,B45
B458,autres formes de cryptococcose,1,B45
B459,"cryptococcose, sans précision",1,B45
B46,zygomycose,1,B46
B460,mucormycose pulmonaire,1,B46
B461,mucormycose rhinocérébrale,1,B46
B462,mucormycose gastro-intestinale,1,B46
B463,mucormycose cutanée,1,B46
B464,mucormycose disséminée,1,B46
B465,"mucormycose, sans précision",1,B46
B468,autres zygomycoses,1,B46
B469,"zygomycose, sans précision",1,B46
B47,mycétome,1,B47
B470,eumycétome,1,B47
B471,actinomycétome,1,B47
B479,"mycétome, sans précision",1,B47
B48,"autres mycoses, non classées ailleurs",1,B48
B480,lobomycose,1,B48
B481,rhinosporidose,1,B48
B482,allescheriase,1,B48
B483,géotrichose,1,B48
B484,pénicilliose,1,B48
B487,mycoses opportunistes,1,B48
B488,autres mycoses précisées,1,B48
B49,"mycose, sans précision",1,B49
B50,paludisme à plasmodium falciparum,1,B50
B500,paludisme à plasmodium falciparum avec complications cérébrales,1,B50
B508,autres formes sévères et compliquées de paludisme à plasmodium falciparum,1,B50
B509,"paludisme à plasmodium falciparum, sans précision",1,B50
B51,paludisme à plasmodium vivax,1,B51
B510,"paludisme à plasmodium vivax, avec rupture de la rate",1,B51
B518,"paludisme à plasmodium vivax, avec autres complications",1,B51
B519,"paludisme à plasmodium vivax, (sans complication)",1,B51
B52,paludisme à plasmodium malariae,1,B52
B520,"paludisme à plasmodium malariae, avec atteinte rénale",1,B52
B528,"paludisme à plasmodium malariae, avec autres complications",1,B52
B529,"paludisme à plasmodium malariae, (sans complication)",1,B52
B53,autres paludismes confirmés par examen parasitologique,1,B53
B530,paludisme à plasmodium ovale,1,B53
B531,paludisme à plasmodies simiennes,1,B53
B538,"autres paludismes, confirmés par examen parasitologique, non classés ailleurs",1,B53
B54,"paludisme, sans précision",1,B54
B55,leishmaniose,1,B55
B550,leishmaniose viscérale,1,B55
B551,leishmaniose cutanée,1,B55
B552,leishmaniose cutanéo-muqueuse,1,B55
B559,"leishmaniose, sans précision",1,B55
B56,trypanosomiase africaine,1,B56
B560,trypanosomiase à trypanosoma gambiense,1,B56
B561,trypanosomiase à trypanosoma rhodesiense,1,B56
B569,"trypanosomiase africaine, sans précision",1,B56
B57,maladie de chagas,1,B57
B570,"forme aiguë de la maladie de chagas, avec atteinte cardiaque (i41.2*, i98.1*)",1,B57
B571,"forme aiguë de la maladie de chagas, (sans atteinte cardiaque)",1,B57
B572,"maladie de chagas (chronique avec atteinte cardiaque) (i41.2*, i98.1*)",1,B57
B573,maladie de chagas (chronique) avec atteinte de l'appareil digestif,1,B57
B574,maladie de chagas (chronique) avec atteinte du système nerveux,1,B57
B575,maladie de chagas (chronique) avec atteinte d'autres organes,1,B57
B58,toxoplasmose,1,B58
B580,oculopathie à toxoplasma,1,B58
B581,hépatite à toxoplasma (k77.0*),1,B58
B582,méningo-encéphalite à toxoplasma (g05.2*),1,B58
B583,toxoplasmose pulmonaire (j17.3*),1,B58
B588,toxoplasmose avec atteinte d'autres organes,1,B58
B589,"toxoplasmose, sans précision",1,B58
B59,pneumocystose,1,B59
B60,"autres maladies dues à des protozoaires, non classées ailleurs",1,B60
B600,babésiose,1,B60
B601,acanthamoebiose,1,B60
B602,nægleriase,1,B60
B608,autres maladies précisées dues à des protozoaires,1,B60
B6080,microsporidiose extra-intestinale,1,B60
B6088,maladie précisée due à d'autres protozoaires,1,B60
B64,"maladie due à des protozoaires, sans précision",1,B64
B65,schistosomiase [bilharziose],1,B65
B650,schistosomiase due à schistosoma haematobium [schistosomiase urinaire],1,B65
B651,schistosomiase due à schistosoma mansoni [schistosomiase intestinale],1,B65
B652,schistosomiase due à schistosoma japonicum,1,B65
B653,dermite cercarienne,1,B65
B658,autres formes de schistosomiase,1,B65
B659,"schistosomiase, sans précision",1,B65
B66,autres infections par douves [distomatoses],1,B66
B660,opisthorchiase,1,B66
B661,clonorchiase,1,B66
B662,dicrocoeliase,1,B66
B663,fasciolase,1,B66
B664,paragonimiase,1,B66
B665,fasciolopsiase,1,B66
B668,autres infections par douves précisées,1,B66
B669,"infection par douves, sans précision",1,B66
B67,échinococcose,1,B67
B670,infection hépatique à echinococcus granulosus,1,B67
B671,infection pulmonaire à echinococcus granulosus,1,B67
B672,infection osseuse à echinococcus granulosus,1,B67
B673,"infections à echinococcus granulosus, autres et à localisations multiples",1,B67
B674,"infection à echinococcus granulosus, sans précision",1,B67
B675,infection hépatique à echinococcus multilocularis,1,B67
B676,"infections à echinococcus multilocularis, autres et à localisations multiples",1,B67
B677,"infection à echinococcus multilocularis, sans précision",1,B67
B678,"infection hépatique à echinococcus, sans précision",1,B67
B679,"infections à echinococcus, autres et sans précision",1,B67
B68,infection à taenia [téniase],1,B68
B680,infection à taenia solium,1,B68
B681,infection à taenia saginata,1,B68
B689,"infection à taenia, sans précision",1,B68
B69,cysticercose,1,B69
B690,cysticercose du système nerveux central,1,B69
B691,cysticercose de l'oeil,1,B69
B698,"cysticercose, autres localisations",1,B69
B699,"cysticercose, sans précision",1,B69
B70,diphyllobothriase et sparganose,1,B70
B700,diphyllobothriase,1,B70
B701,sparganose,1,B70
B71,autres infections à cestodes,1,B71
B710,hyménolépiase,1,B71
B711,infection à dipylidium,1,B71
B718,"autres infections par cestodes, précisées",1,B71
B719,"infection par cestodes, sans précision",1,B71
B72,dracunculose,1,B72
B73,onchocercose,1,B73
B74,filariose,1,B74
B740,filariose à wuchereria bancrofti,1,B74
B741,filariose à brugia malayi,1,B74
B742,filariose à brugia timori,1,B74
B743,loase,1,B74
B744,mansonellose,1,B74
B748,autres filarioses,1,B74
B749,"filariose, sans précision",1,B74
B75,trichinose,1,B75
B76,ankylostomiase,1,B76
B760,ankylostomose,1,B76
B761,nécatorose,1,B76
B768,autres ankylostomiases,1,B76
B769,"ankylostomiase, sans précision",1,B76
B77,ascaridiase,1,B77
B770,ascaridiase avec complications intestinales,1,B77
B778,ascaridiase avec autres complications,1,B77
B779,"ascaridiase, sans précision",1,B77
B78,anguillulose [strongyloïdose],1,B78
B780,anguillulose intestinale,1,B78
B781,anguillulose cutanée,1,B78
B787,anguillulose disséminée,1,B78
B789,"anguillulose, sans précision",1,B78
B79,infection à trichuris trichiuria,1,B79
B80,oxyurose,1,B80
B81,"autres helminthiases intestinales, non classées ailleurs",1,B81
B810,anisakiase,1,B81
B811,capillariose intestinale,1,B81
B812,trichostrongylose,1,B81
B813,angiostrongyloïdose [angiostrongylose] intestinale,1,B81
B814,helminthiases intestinales mixtes,1,B81
B818,autres helminthiases intestinales précisées,1,B81
B82,"parasitose intestinale, sans précision",1,B82
B820,"helminthiase intestinale, sans précision",1,B82
B829,"parasitose intestinale, sans précision",1,B82
B83,autres helminthiases,1,B83
B830,larva migrans viscérale,1,B83
B831,gnathostomiase,1,B83
B832,angiostrongyloïdose à parastrongylus cantonensis,1,B83
B833,syngamose,1,B83
B834,hirudiniase interne,1,B83
B838,autres helminthiases précisées,1,B83
B839,"helminthiase, sans précision",1,B83
B85,pédiculose et phtiriase,1,B85
B850,pédiculose due à pediculus humanus capitis,1,B85
B851,pédiculose due à pediculus humanus corporis,1,B85
B852,"pédiculose, sans précision",1,B85
B853,phtiriase,1,B85
B854,"infestation mixte, pédiculose et phtiriase",1,B85
B86,gale,1,B86
B87,myiase,1,B87
B870,myiase cutanée,1,B87
B871,myiase des plaies cutanées,1,B87
B872,myiase oculaire,1,B87
B873,myiase rhinopharyngée,1,B87
B874,myiase auriculaire,1,B87
B878,myiase d'autres localisations,1,B87
B879,"myiase, sans précision",1,B87
B88,autres infestations,1,B88
B880,autres acariases,1,B88
B881,tungose [infestation par puce-chique],1,B88
B882,autres infestations par arthropodes,1,B88
B883,hirudiniase externe,1,B88
B888,autres infestations précisées,1,B88
B889,"infestation, sans précision",1,B88
B89,"parasitose, sans précision",1,B89
B90,séquelles de tuberculose,1,B90
B900,séquelles de tuberculose du système nerveux central,1,B90
B901,séquelles de tuberculose génito-urinaire,1,B90
B902,séquelles de tuberculose des os et des articulations,1,B90
B908,séquelles de tuberculose d'autres organes,1,B90
B909,séquelles de tuberculose des voies respiratoires et sans précision,1,B90
B91,séquelles de poliomyélite,1,B91
B92,séquelles de lèpre,1,B92
B94,"séquelles de maladies infectieuses et parasitaires, autres et non précisées",1,B94
B940,séquelles du trachome,1,B94
B941,séquelles d'encéphalite virale,1,B94
B942,séquelles d'hépatite virale,1,B94
B948,séquelles d'autres maladies infectieuses et parasitaires précisées,1,B94
B949,"séquelles de maladie infectieuse ou parasitaire, sans précision",1,B94
B95,"streptocoques et staphylocoques, cause de maladies classées dans d'autres chapitres",1,B95
B950,"streptocoques, groupe a, cause de maladies classées dans d'autres chapitres",1,B95
B951,"streptocoques, groupe b, cause de maladies classées dans d'autres chapitres",1,B95
B952,"streptocoques, groupe d, cause de maladies classées dans d'autres chapitres",1,B95
B953,"streptococcus pneumoniae, cause de maladies classées dans d'autres chapitres",1,B95
B954,"autres streptocoques, cause de maladies classées dans d'autres chapitres",1,B95
B955,"streptocoques non précisés, cause de maladies classées dans d'autres chapitres",1,B95
B956,"staphylococcus aureus, cause de maladies classées dans d'autres chapitres",1,B95
B957,"autres staphylocoques, cause de maladies classées dans d'autres chapitres",1,B95
B958,"staphylocoque non précisé, cause de maladies classées dans d'autres chapitres",1,B95
B96,"autres agents bactériens précisés, cause de maladies classées dans d'autres chapitres",1,B96
B960,"mycoplasma pneumoniae, cause de maladies classées dans d'autres chapitres",1,B96
B961,"klebsiella pneumoniae [subsp.pneumoniae], cause de maladies classées dans d'autres chapitres",1,B96
